	four	second	reports	music	until	example	want	travel	feature	series	re	wasn	service	needed	project	saying	than	best	country	asked	much	life	worked	things	had	easy	possible	right	old	people	support	happy	inside	time	minute	team	along	love	working	such	data	years	didn	internet	million	quite	open	city	future	san	turned	say	note	take	ways	link	going	where	many	wants	photos	single	being	around	world	power	favorite	her	complete	gone	ad	am	gifts	having	tv	large	small	hours	experience	social	via	company	learn	sense	its	always	found	really	research	major	obama	sell	self	also	play	plan	sometimes	microsoft	set	see	movie	available	last	whole	recent	readers	couple	d	continue	anything	into	line	posted	up	us	ago	try	video	let	great	involved	makes	next	process	high	perfect	could	david	scene	start	haven	fact	bring	should	hope	move	means	stuff	email	co	ve	off	less	web	five	become	does	software	doing	problem	worth	above	told	word	work	interview	after	then	them	they	network	created	another	do	away	terms	com	thanks	night	security	post	months	way	update	together	global	guy	change	usually	extra	live	car	december	heard	write	use	still	now	year	happen	space	looking	shows	card	care	couldn	yourself	online	only	between	article	comes	these	media	food	thinking	real	read	early	using	business	aren	lot	trying	building	month	very	learned	family	ask	takes	taken	site	history	tried	help	soon	actually	systems	event	since	reason	put	american	behind	clear	latest	pretty	during	x	close	won	probably	both	whatever	else	lives	look	while	used	user	game	run	seeing	within	e	go	facebook	click	following	announced	started	control	links	including	him	keep	exactly	need	able	based	course	she	tuesday	well	lost	page	twitter	home	he	stories	star	friends	amp	companies	force	likely	even	tips	ever	never	call	tell	wars	give	amazing	answer	before	personal	better	weeks	went	side	content	isn	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	make	left	human	yes	yet	save	deal	popular	super	down	form	finally	did	visit	making	may	grow	man	maybe	talk	nbsp	group	interesting	morning	thing	think	long	little	anyone	were	paid	especially	show	black	get	enough	reading	across	according	doesn	those	different	same	running	money	either	videos	general	film	again	important	u	starting	public	search	two	hour	share	needs	through	late	good	everyone	house	hard	done	least	part	believe	b	build	most	find	please	point	simple	create	understand	fun	itself	spent	spend	source	big	bit	google	often	back	forward	entire	giving	others	later	ll	age	day	red	national	taking	holiday	value	almost	thought	add	works	although	buy	minutes	original	under	every	school	voice	would	phone	must	me	times	end	over	writing	each	driving	got	free	wanted	days	already	top	too	took	past	though	watch	amazon	report	full	however	news	been	several	gave	gift	specific	everything	christmas	why	head	no	longer	level	says	goes	water	today	local	information	name	turn	place	coming	given	white	r	any	ideas	sure	state	outside	come	case	myself	someone	check	week	without	seems	blog	there	idea	program	woman	far	list	design	version	known	rather	short	might	number	feel	story	store	kind	nothing	his	hit	wrote	art	recently	due	holidays	questions	question	fast	called	users	helping	once	issues	include	apple	app	few	something	six	instead	our	york	their	which	who	ones	view	job	gets	half	other	smart	know	because	lead	getting	own	made	book
Creating Passionate Users	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0	2	1	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	1	0	0	0	0	2	0	0	0	0	1	0	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	5	3	0	1	0	0	5	1	1	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Bloggers Blog	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	2	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Joho the Blog	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	2	0	0	0	1	1	0	0	0	1	2	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0	0	1	0	0	0	0	2	1	1	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	2	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Scobleizer	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	1	0	0	3	1	0	1	1	0	0	5	0	0	1	0	4	0	0	1	2	1	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	5	0	3	0	0	1	0	0	0	0	2	16	0	2	6	2	3	1	0	0	1	0	2	0	0	6	0	0	0	2	0	0	0	1	0	3	1	0	0	0	0	0	0	5	0	0	3	1	0	1	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	1	0	0	3	2	0	1	19	0	1	0	1	0	3	4	0	0	0	0	1	0	0	1	1	6	0	0	0	2	1	0	0	0	0	0	0	0	0	3	2	3	0	1	1	0	1	2	0	1	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	2	0	0	4	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	7	1	0	3	0	3	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	3	2	1	0	0	1	0	1	0	0	3	0	15	0	0	0	0	0	1	0	4	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	23	0	5	0	0	1	1	0	3	5	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	8	0	1	0	5	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	2	0	0	0	0	2	0	5	0	5	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	1	0	0	6	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	8	0	0	5	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0
Derek Powazek	0	0	0	0	0	0	1	1	0	0	7	1	0	0	0	0	2	1	0	0	1	5	1	1	3	2	1	4	2	2	0	4	0	4	0	0	1	1	0	0	0	5	1	1	0	0	1	0	0	2	2	3	0	1	1	2	4	0	1	0	2	1	0	1	3	0	0	9	0	2	0	3	1	0	0	0	2	0	0	0	0	1	0	0	1	4	1	2	0	0	0	0	1	2	0	0	0	0	0	3	0	1	7	0	0	2	4	2	4	1	4	0	1	11	4	2	1	0	1	5	0	0	1	1	1	1	1	0	0	0	0	0	0	1	2	0	0	1	0	0	11	1	1	1	0	0	0	0	1	0	0	0	0	3	3	0	4	7	2	6	1	0	3	7	1	0	1	0	2	0	3	2	0	1	1	0	1	1	0	0	2	1	0	0	3	0	4	10	4	0	0	1	0	0	0	0	1	2	1	4	0	1	2	2	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	2	0	1	1	0	1	1	0	0	0	0	0	0	4	0	0	1	1	2	0	0	0	2	0	1	1	1	0	1	7	0	2	0	1	1	0	5	1	0	2	0	0	0	0	1	0	1	3	1	0	0	0	2	1	1	0	0	2	3	0	1	0	0	0	1	4	12	0	3	1	3	1	0	4	0	1	1	0	1	1	0	1	0	0	2	0	0	4	1	0	0	0	1	1	3	0	0	0	2	4	4	1	7	0	2	1	2	3	1	6	5	4	0	0	0	1	0	3	0	3	0	0	0	0	2	0	0	0	0	0	9	0	1	0	1	0	1	1	0	3	1	0	2	0	0	0	2	1	0	0	1	2	0	0	2	3	0	0	1	0	0	2	2	1	0	0	0	1	4	0	2	0	0	1	0	0	1	1	0	0	0	1	1	0	1	3	0	0	0	0	1	15	1	0	5	2	1	0	1	0	0	4	1	2	2	3	0	0	1	0	0	1	0	1	8	0	2	3	0	2	0	1	0	2	0	0	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	3	0	0	0	0	3	0	0	1	7	0	0	2	0	0	1	0	0	0	1	1	1	5	3	0	1	0	3	1	1	0	0	0	0	1	0	1	0	0	0	2	2	1	0	0	5	8	2	0	3	0	4	2	1	0	0	1	2	0	3	0	6	3	0	2	2	2	6
Jeremy Zawodny's blog	1	3	0	0	4	0	3	0	0	1	5	2	2	2	0	0	4	2	0	4	4	1	3	5	17	0	2	5	0	6	0	2	1	23	2	3	5	0	4	3	4	8	11	2	0	1	0	0	2	3	0	6	4	3	0	0	8	8	3	2	5	1	4	3	1	0	2	1	2	1	0	4	0	5	0	2	5	0	1	1	1	2	0	0	0	1	1	12	0	0	0	1	0	7	0	0	0	1	4	10	0	2	2	1	2	0	2	13	0	2	9	14	0	24	28	6	4	0	0	2	3	4	5	0	6	1	13	0	0	1	1	3	1	6	0	0	1	2	3	0	7	5	1	0	0	0	3	0	2	2	0	3	2	0	6	0	11	16	7	26	4	0	4	6	4	0	0	2	2	0	2	0	13	0	2	0	0	1	1	0	0	0	0	0	2	10	4	5	2	0	0	2	0	1	0	1	1	0	7	2	0	0	1	1	0	1	1	3	0	4	4	0	7	3	0	0	16	2	0	1	0	3	1	0	1	5	1	1	0	0	7	1	2	0	4	3	0	1	2	3	0	0	6	4	0	1	0	0	6	1	0	0	1	0	0	0	9	0	0	1	0	1	2	0	0	4	2	2	5	0	0	3	2	2	7	1	0	1	1	9	1	0	0	0	0	0	2	4	0	3	3	1	0	0	3	0	0	12	0	2	2	6	1	1	0	1	0	2	1	6	1	0	6	2	1	3	1	0	4	4	0	0	2	0	0	0	0	25	2	1	7	2	1	5	2	0	3	3	0	4	3	0	3	3	10	2	2	24	0	2	0	0	16	2	4	8	0	1	2	1	3	1	0	3	2	0	0	0	4	0	0	2	1	6	1	0	0	2	0	6	4	0	5	0	0	0	0	1	1	8	2	3	4	0	0	1	3	1	1	0	0	0	11	0	2	16	3	3	0	3	2	8	0	8	0	0	1	0	7	0	0	0	0	0	3	4	1	0	1	0	0	8	0	3	17	3	5	9	0	5	0	8	1	0	0	1	4	5	6	0	1	1	0	0	3	3	0	6	3	3	0	2	2	0	5	1	5	1	0	0	0	13	3	1	1	3	4	1	3	0	0	0	2	0	3	0	2	1	1	3	0	2	4	1	3	3	19	2	0	0	2	1	0	0	1	1	3	2	2	1	0	0	0	0	10	0	1	0	2	1	0	1	0	3	2	2	0	1	0	0	0	0	13	7	0	3	22	0	13	9	5	0	1	1	1	0	8	0	5	6	4	6	0	7	1
@ProBlogger	1	0	0	0	0	0	4	0	0	2	5	0	0	0	0	0	2	0	1	1	0	6	0	2	1	1	1	1	1	1	0	0	0	3	0	0	0	1	2	1	0	2	0	0	1	0	0	0	1	0	3	0	0	0	10	0	2	1	1	2	0	1	1	5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	5	0	0	19	4	0	0	0	7	0	0	1	1	1	0	0	0	2	0	0	4	0	0	1	1	0	0	2	0	0	0	0	2	0	0	0	0	0	4	2	0	1	0	0	0	0	1	0	0	0	0	0	7	0	6	0	3	2	0	0	1	3	1	0	0	0	2	0	23	2	2	0	0	0	0	0	0	0	1	0	0	0	0	5	1	2	2	0	0	0	0	0	0	0	2	0	2	0	0	1	0	4	0	6	0	1	0	0	3	0	2	0	7	0	1	5	1	6	0	0	1	0	0	12	1	0	1	3	0	0	1	1	1	0	0	1	1	0	1	0	1	2	1	1	0	0	2	0	0	0	1	0	0	0	2	3	0	1	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	0	0	1	5	1	1	0	1	0	2	0	0	2	23	2	0	0	0	0	0	0	1	2	2	5	0	0	0	10	0	1	0	0	0	1	0	2	1	0	0	20	0	0	1	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	5	0	0	3	0	0	1	0	0	1	2	1	0	2	0	0	0	0	3	0	12	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	2	0	1	15	0	1	1	9	0	2	1	0	0	1	1	2	0	0	3	2	15	0	1	1	0	1	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	2	0	0	1	0	1	2	1	0	0	0	1	0	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	3	1	1	0	0	0	1	1	0	0	1	1	0	0	2	0	1	3	1	65	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	1	1	0	0	0	0	0	0	1	1	0	0	3	1	10	3	6	0	0	1	0	1	5	0	1	0	1	2	0	0	0
Captain's Quarters	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	3	3	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	1	6	1	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	6	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0
plasticbag.org	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	4	1	0	0	3	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	3	3	0	0	1	1	0	0	1	0	0	2	2	1	1	0	0	1	2	0	0	0	0	0	3	1	0	0	0	1	0	2	0	0	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	2	2	0	0	0	1	1	3	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0
Techdirt.	3	6	0	7	5	4	9	2	0	3	18	7	14	0	7	7	19	3	3	1	16	0	0	9	25	1	6	6	1	23	6	0	4	16	4	6	6	1	2	13	13	8	7	19	4	4	4	2	2	0	1	5	7	9	5	0	18	13	10	4	4	3	26	8	12	2	0	4	2	1	2	0	0	3	6	3	6	5	1	1	2	23	3	4	32	5	7	13	0	2	1	3	1	38	16	3	3	0	1	8	2	3	11	5	2	2	1	8	4	4	22	5	0	30	14	1	2	17	3	4	8	8	2	2	1	1	16	3	2	1	1	16	3	20	1	2	6	4	21	1	10	6	5	0	3	7	21	3	6	12	2	5	4	2	22	0	14	17	23	55	3	2	8	30	4	1	2	2	7	17	5	5	18	1	2	2	0	0	1	3	4	2	2	1	1	31	27	25	15	1	9	4	4	3	0	2	0	3	22	6	3	5	25	3	0	2	9	4	2	11	17	5	2	12	3	1	14	2	5	2	2	2	1	4	2	8	2	7	6	0	8	7	7	5	2	13	7	9	3	0	0	8	6	12	4	3	5	7	18	21	1	8	0	2	3	6	4	21	0	2	0	2	1	1	5	6	5	1	6	11	8	12	9	4	18	3	0	2	13	46	1	0	0	0	27	1	9	35	2	4	3	2	1	0	8	1	2	17	5	5	1	1	6	18	5	5	2	3	11	4	1	9	2	14	13	2	7	2	17	5	3	3	6	0	10	3	0	11	8	7	7	0	5	25	0	4	4	1	0	10	3	1	4	9	7	4	7	28	0	5	1	2	22	5	3	1	2	26	23	10	18	1	3	7	2	2	0	12	2	11	5	19	7	13	4	1	5	9	2	25	12	21	4	7	4	13	7	1	3	14	9	0	14	2	6	10	1	6	3	1	2	9	19	2	5	14	3	5	3	9	8	7	2	3	1	6	1	0	2	8	2	2	3	3	3	4	7	19	5	0	2	52	9	10	2	5	4	24	2	1	0	5	14	2	3	8	3	8	6	10	7	3	0	4	3	6	1	43	9	0	1	4	3	1	11	1	34	2	4	13	3	0	3	6	18	11	1	10	1	5	2	0	25	2	3	9	2	4	24	0	6	1	6	11	3	1	42	11	3	1	8	5	4	6	3	7	5	9	2	3	24	2	3	10	48	1	5	0	2	2	0	3	5	0	3	9	3	5	0	4	22	0	7	6	3	4	20	2	38	60	36	0	2	2	0	1	32	2	7	28	3	3	14	12	0
ThinkProgress	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	2	0	1	0	6	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	2	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	2	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	3	0	1	0	0	0	2	0	0	0	0	2	0	1	0	2	0
